title,area,detailplace,square,position,roomtype,price
整租·碧桂园凤凰城凤妍苑 3室2厅 西北,增城,凤凰城,100.0,西,3室2厅1卫,2300
整租·广州敏捷绿湖首府 3室1厅 东北,增城,石滩镇,93.0,东,3室1厅1卫,1660
整租·湾区·金融城 3室2厅 南,南沙,明珠湾,102.44,南,3室2厅2卫,2800
整租·南沙万达广场 1室1厅 南,南沙,金洲,270.0,南,1室1厅1卫,11500
整租·周门小区周门北路 2室1厅 东/北,荔湾,周门,75.5,东,2室1厅1卫,3000
整租·东风广场 2室2厅 北,越秀,东风东,70.0,北,2室2厅1卫,5500
整租·南沙万达广场 3室1厅 南,南沙,金洲,95.0,南,3室1厅1卫,2800
整租·科慧花园 3室1厅 北,增城,朱村,90.93,北,3室1厅2卫,2450
整租·万科春风十里 4室2厅 南,增城,朱村,99.0,南,4室2厅2卫,1500
整租·信基玥岛 1室1厅 东,番禺,厦滘,36.0,东,1室1厅1卫,1985
整租·馨泉花园 1室0厅 北,花都,新区,47.53,北,1室0厅1卫,1000
整租·南沙万达广场 1室1厅 南,南沙,金洲,50.0,南,1室1厅1卫,1480
整租·逸泉山庄 2室2厅 北,从化,赤草,97.99,北,2室2厅1卫,1500
整租·城启荔港南湾 1室0厅 东南,荔湾,南岸路,15.0,东,1室0厅0卫,1300
整租·东方文德森岛湖 3室1厅 南,花都,花城街,98.0,南,3室1厅1卫,2350
整租·敏捷绿湖首府三期 3室1厅 东北,增城,石滩镇,84.0,东,3室1厅1卫,800
合租·愉景南苑 4居室 南卧,海珠,新港西,9.1,南,4室1厅2卫,1638
合租·壹诚大厦 1居室 南卧,荔湾,东塱,28.0,南,1室1厅1卫,2280
合租·中海康城 4居室 南卧,天河,黄村,15.93,南,4室1厅2卫,2509
整租·敏捷绿湖首府三期 3室2厅 东北,增城,石滩镇,85.02,东,3室2厅1卫,1200
整租·贵贤上品 1室0厅 北,荔湾,龙津,45.0,北,1室0厅1卫,2800
整租·敏捷科创中心 4室2厅 南,白云,太和,90.0,南,4室2厅2卫,3200
整租·好信广场 1室1厅 南,海珠,南洲,42.0,南,1室1厅1卫,2900
整租·迎翠春庭 2室1厅 北,天河,棠下,47.0,北,2室1厅1卫,2000
合租·金泽大厦 4居室 北卧,天河,天河南,30.0,北,4室1厅1卫,3900
合租·南国奥园 4居室 北卧,番禺,汉溪长隆,15.0,北,4室1厅2卫,1606
整租·新鸿花园二期 3室2厅 南/西南,海珠,广州塔,105.0,南,3室2厅2卫,5400
整租·金利大厦 3室2厅 南,番禺,市桥,102.1,南,3室2厅1卫,3500
整租·天河东远洋宿舍 3室1厅 东南,天河,体育中心,82.37,东,3室1厅1卫,4850
合租·远洋明珠大厦 4居室 北卧,天河,珠江新城西,16.52,北,4室1厅2卫,3496
整租·梅花路 1室1厅 南,越秀,东风东,28.88,南,1室1厅1卫,2000
整租·时代长岛 3室2厅 北,南沙,进港大道,83.0,北,3室2厅1卫,1850
整租·时代倾城(中新镇) 3室2厅 南,增城,中新镇,85.0,南,3室2厅1卫,2200
合租·萝岗和苑 4居室 北卧,黄埔,科学城,12.3,北,4室1厅1卫,1501
整租·锦城花园 4室1厅 东南/南,越秀,东风东,159.0,东,4室1厅2卫,12000
整租·信业悦都荟 2室1厅 复式 北,番禺,市桥北,48.0,北,2室1厅1卫,2500
整租·先烈南路青菜东街 3室1厅 南,越秀,建设路,70.0,南,3室1厅1卫,5300
整租·星河丹堤 5室2厅 南/北,南沙,金洲,218.0,南,5室2厅4卫,14700
合租·新世界东逸花园 5居室 东卧,天河,天河公园,21.0,东,5室1厅2卫,3034
整租·泮塘 2室1厅 东南,荔湾,中山八,80.0,东,2室1厅1卫,4698
整租·越秀明珠天悦江湾 3室2厅 东北,南沙,明珠湾,89.0,东,3室2厅2卫,2500
整租·上横南路 3室2厅 北,从化,旺城片区,78.12,北,3室2厅1卫,2000
整租·丽苑大厦(花都区) 3室2厅 南,花都,旧区,90.13,南,3室2厅1卫,1000
title,area,detailplace,square,position,roomtype,price
整租·小北路 1室1厅 南,越秀,小北,36.85,南,1室1厅1卫,2600
整租·东园小区西区 3室2厅 东南,天河,石牌,110.0,东,3室2厅1卫,5000
整租·南沙建滔广场 3室1厅 东北,南沙,南沙区府,96.0,东,3室1厅2卫,5280
整租·新源雅居 3室2厅 南,花都,新区,124.22,南,3室2厅2卫,3000
整租·德若青年社区 1室0厅 南,番禺,市桥东,20.0,南,1室0厅1卫,1300
整租·万科海上传奇 0室0厅 东南/南,荔湾,芳村,12.0,东,,1300
整租·南沙金茂湾 1室1厅 东南,南沙,明珠湾,74.0,东,1室1厅1卫,2000
整租·机场路 3室1厅 南,白云,新市,42.0,南,3室1厅1卫,2180
整租·南华中路 1室1厅 东,海珠,滨江西,36.0,东,1室1厅1卫,1750
整租·南华中路 1室1厅 东,海珠,滨江西,30.0,东,1室1厅1卫,1500
整租·保利金沙大都汇 1室1厅 东南,白云,金沙洲,42.0,东,1室1厅1卫,2400
整租·阳光城丽景湾澜悦 1室0厅 南,南沙,进港大道,25.44,南,1室0厅0卫,500
整租·方圆月岛轩 4室2厅 南,天河,珠江新城中,175.0,南,4室2厅2卫,20000
整租·保利金沙大都汇 1室1厅 东南,白云,金沙洲,30.0,东,1室1厅1卫,2400
整租·叠溪花园 3室2厅 南,增城,朱村,89.77,南,3室2厅2卫,900
整租·岭南新世界 1室0厅 南/北,白云,嘉禾望岗,12.5,南,1室0厅0卫,1000
整租·保利翡翠山 1室0厅 南/北,花都,旧区,46.0,南,1室0厅1卫,1500
整租·时代天逸 4室2厅 东南,南沙,黄阁,106.0,东,4室2厅2卫,3000
整租·碧桂园天玺湾 2室2厅 东,南沙,进港大道,69.0,东,2室2厅1卫,1400
整租·富力爱丁堡国际公寓 2室1厅 南,天河,珠江新城西,126.0,南,2室1厅1卫,12000
整租·敏捷时空壹号 1室1厅 南,番禺,广州南站,60.0,南,1室1厅1卫,2500
整租·越秀明珠天悦江湾 3室2厅 东北,南沙,明珠湾,90.0,东,3室2厅2卫,2400
整租·领南星河荣誉 3室2厅 南,南沙,南沙港,95.0,南,3室2厅2卫,2000
整租·广州龙湖·揽境 4室1厅 南,黄埔,长岭居,122.0,南,4室1厅2卫,3800
整租·中交国际邮轮广场 3室2厅 东南,南沙,南沙港,138.0,东,3室2厅2卫,4800
整租·汇东国际花园 3室2厅 东,增城,白江,88.0,东,3室2厅1卫,2300
整租·富力盈力大厦 1室1厅 南,天河,珠江新城西,45.0,南,1室1厅1卫,5500
整租·康富花园 3室2厅 南,番禺,市桥,121.5,南,3室2厅2卫,3200
整租·琶洲新村公寓 1室1厅 北,海珠,琶洲东,59.0,北,1室1厅1卫,4700
整租·禺秀园 3室2厅 南/北,番禺,市桥,117.0,南,3室2厅2卫,3150
整租·美阁花园 3室1厅 东,花都,旧区,140.0,东,3室1厅2卫,2500
整租·朝晖苑 3室2厅 南,天河,林和,98.0,南,3室2厅1卫,5500
整租·暨南大学宿舍 1室1厅 南,天河,石牌,45.0,南,1室1厅1卫,3000
整租·中交蓝色海湾 3室2厅 西北,南沙,南沙港,96.0,西,3室2厅1卫,2400
整租·时代南湾 4室2厅 南,南沙,南沙港,179.0,南,4室2厅3卫,4000
整租·新城海滨花园N区 3室2厅 东南,天河,珠江新城东,149.0,东,3室2厅2卫,18000
整租·湾区·金融城 3室2厅 东南/南,南沙,明珠湾,101.2,东,3室2厅2卫,4500
整租·宝华路(荔湾) 2室1厅 南/西,荔湾,西关,55.0,南,2室1厅1卫,1800
整租·中冶·逸璟台 4室2厅 复式 南,黄埔,科学城,137.0,南,4室2厅3卫,7200
整租·海滨花园 3室2厅 东南,番禺,洛溪,80.0,东,3室2厅1卫,2800
整租·中山一路 1室1厅 北,越秀,东风东,51.0,北,1室1厅1卫,3800
整租·时代云图 3室2厅 南,南沙,金洲,96.0,南,3室2厅2卫,2200
整租·海珠中路 1室1厅 东/东南/南/西南,越秀,西门口,70.0,东,1室1厅1卫,2300
整租·天雅居 2室1厅 东南/北,天河,东圃,76.0,东,2室1厅1卫,3500
整租·富力天海湾 1室1厅 南,南沙,明珠湾,58.0,南,1室1厅1卫,1400
整租·佳兆业天墅 1室0厅 东南,白云,同和,70.0,东,1室0厅0卫,13000
合租·金泽大厦 4居室 南卧,天河,天河南,25.0,南,4室0厅1卫,2900
合租·江南美景花园 5居室 北卧,海珠,新港西,12.8,北,5室1厅2卫,2614
整租·客村苑 2室1厅 北,海珠,广州大道南,47.9,北,2室1厅1卫,2500
合租·逸景翠园 4居室 东卧,海珠,广州大道南,9.0,东,4室1厅2卫,1669
合租·逸景翠园 3居室 北卧,海珠,广州大道南,15.0,北,3室1厅1卫,1848
整租·富力东山新天地公寓 1室0厅 北,越秀,五羊新城,50.0,北,1室0厅1卫,5300
整租·佳兆业悦江府 4室2厅 南/北,南沙,明珠湾,125.0,南,4室2厅2卫,3127
整租·星河湾半岛一号园 3室2厅 北,番禺,厦滘,99.94,北,3室2厅2卫,7300
整租·长风国际公寓 2室1厅 南,增城,新塘北,80.0,南,2室1厅1卫,2300
整租·龙璟山 4室2厅 南,番禺,万博,170.0,南,4室2厅2卫,10000
整租·实地常春藤 3室2厅 南,黄埔,黄埔永和,99.0,南,3室2厅1卫,2400
整租·尚东数字居 1室1厅 东,番禺,星河湾,56.0,东,1室1厅2卫,3300
合租·罗马家园 5居室 南卧,海珠,沥滘,9.4,南,5室1厅2卫,1606
合租·天文苑 2居室 西南卧,天河,体育中心,20.0,西,2室0厅1卫,3000
合租·黄埔中央城 4居室 北卧,黄埔,香雪,7.37,北,4室1厅2卫,1186
合租·江南新苑 4居室 北卧,海珠,新港西,17.26,北,4室1厅2卫,2373
整租·北丽园 1室1厅 南,番禺,市桥,40.0,南,1室1厅1卫,1300
合租·体育西路 4居室 南卧,天河,天河南,13.52,南,4室1厅2卫,2089
合租·利雅湾 4居室 南卧,天河,珠江新城中,9.6,南,4室1厅2卫,2614
整租·水荫路 1室1厅 南,越秀,水荫,49.04,南,1室1厅1卫,3500
整租·中海名都 3室2厅 东北,海珠,滨江中,120.21,东,3室2厅2卫,8500
整租·奥园中新誉府 3室2厅 南,增城,中新镇,93.0,南,3室2厅2卫,1850
整租·德若青年社区 1室1厅 东南,番禺,市桥东,30.0,东,1室1厅1卫,2000
合租·华骏花园 5居室 西卧,天河,珠江新城东,9.6,西,5室1厅2卫,1848
整租·保利金沙大都汇 1室1厅 东南,白云,金沙洲,30.0,东,1室1厅1卫,2300
合租·中海名都 4居室 东北卧,海珠,滨江中,14.01,东,4室1厅2卫,2583
合租·美景花苑 4居室 北卧,天河,车陂,17.35,北,4室1厅2卫,1743
整租·越秀明珠天悦江湾 3室2厅 东南/南,南沙,明珠湾,98.0,东,3室2厅2卫,3300
整租·中山三路 2室1厅 南/北,越秀,农讲所,54.0,南,2室1厅1卫,3600
合租·骏景花园 4居室 北卧,天河,棠下,15.2,北,4室1厅2卫,1774
整租·融创御园 4室2厅 南,增城,朱村,120.0,南,4室2厅2卫,1800
整租·萝岗奥园广场 3室1厅 北,黄埔,香雪,80.0,北,3室1厅2卫,3600
整租·领江壹号 1室0厅 南,海珠,客村,12.0,南,1室0厅0卫,1000
合租·信步闲庭 3居室 南卧,海珠,赤岗,7.5,南,3室1厅1卫,1564
合租·紫丹阁 3居室 西卧,海珠,江南大道中,8.2,西,3室1厅1卫,1638
整租·越秀东坡 4室2厅 南,南沙,进港大道,110.0,南,4室2厅1卫,2300
合租·鸿景园 3居室 东卧,天河,天润路,14.97,东,3室2厅1卫,2131
合租·骏景花园 4居室 南卧,天河,棠下,6.02,南,4室1厅2卫,1249
整租·合汇·中央广场 3室2厅 东南,增城,荔城中区,101.88,东,3室2厅2卫,2300
整租·金影花园 3室2厅 东南,海珠,客村,105.0,东,3室2厅1卫,4800
整租·碧桂园城市花园漫绿苑 3室2厅 北,增城,朱村,89.0,北,3室2厅1卫,1800
整租·富宾星悦国际 2室2厅 复式 东南,番禺,市桥北,48.0,东,2室2厅1卫,2400
合租·岭南新世界 5居室 西卧,白云,嘉禾望岗,9.6,西,5室1厅2卫,1323
整租·广南公司宿舍 3室2厅 东南,天河,沙河,90.0,东,3室2厅1卫,3600
合租·北丽园 4居室 北卧,番禺,市桥,9.3,北,4室1厅1卫,906
整租·广州融创文旅城商务公寓 1室1厅 东,花都,花城街,48.0,东,1室1厅1卫,1500
合租·雅郡花园 5居室 东南卧,海珠,琶洲东,28.56,东,5室2厅3卫,2793
整租·尚东数字居 1室1厅 东/西南,番禺,星河湾,56.5,东,1室1厅1卫,3500
整租·华芳花园 3室2厅 南,花都,旧区,116.4,南,3室2厅2卫,1600
整租·合景睿峰L7 3室2厅 南,天河,珠江新城东,114.0,南,3室2厅2卫,11150
合租·天誉华庭 4居室 南卧,天河,龙口西,19.4,南,4室1厅2卫,3286
整租·保利东江首府 3室2厅 东南,增城,新塘南,140.0,东,3室2厅2卫,2800
整租·湾区·金融城 3室2厅 东南,南沙,明珠湾,101.0,东,3室2厅2卫,2700
合租·华景新城荷景园 4居室 南卧,天河,华景新城,9.7,南,4室1厅2卫,1428
整租·粤海广场 1室1厅 东南/南,番禺,万博,58.0,东,1室1厅1卫,5300
整租·誉山国际13期誉璟公寓 2室2厅 南,增城,永宁,49.0,南,2室2厅2卫,1300
整租·碧桂园豪进左岸 4室2厅 南/北,增城,石滩镇,142.0,南,4室2厅2卫,2000
合租·广州雅居乐花园雅翠庭 5居室 西北卧,番禺,雅居乐,6.9,西,5室1厅2卫,1291
整租·东风东路 1室1厅 西,越秀,环市东,30.0,西,1室1厅1卫,2000
整租·天雅居 2室1厅 东南/北,天河,东圃,76.0,东,2室1厅1卫,3500
整租·恒业楼 3室2厅 南,花都,旧区,133.0,南,3室2厅2卫,1800
整租·祈福缤纷汇 2室1厅 北,番禺,祈福新村,52.5,北,2室1厅1卫,3000
整租·东城国际大厦 1室1厅 西,黄埔,大沙地,64.0,西,1室1厅1卫,2800
整租·云顶花园 1室0厅 南,白云,机场路,300.0,南,1室0厅0卫,6500
整租·招商城市主场 1室1厅 东,番禺,万博,39.0,东,1室1厅1卫,2600
整租·中大城 2室2厅 南,南沙,金洲,72.0,南,2室2厅1卫,1900
整租·小港路 1室1厅 东南,海珠,滨江中,50.0,东,1室1厅1卫,2300
整租·南沙珠江湾 3室2厅 南,南沙,南沙湾,99.0,南,3室2厅2卫,2800
整租·丛桂路 1室1厅 东/东南/西南,荔湾,黄沙,50.0,东,1室1厅1卫,2600
整租·奥园城市天地 1室1厅 西南,番禺,汉溪长隆,49.27,西,1室1厅2卫,2500
整租·星河丹堤 5室2厅 复式 南/北,南沙,金洲,370.3,南,5室2厅4卫,1500
整租·保利大都汇 2室2厅 复式 南,番禺,汉溪长隆,68.8,南,2室2厅2卫,5000
整租·龙光棕榈水岸北区 3室2厅 东南,南沙,南沙区府,97.0,东,3室2厅1卫,2200
整租·校园路 1室1厅 东,白云,罗冲围,35.0,东,1室1厅1卫,1100
整租·品秀星樾 3室1厅 南,黄埔,香雪,141.0,南,3室1厅2卫,2000
整租·南沙金茂湾 1室1厅 西北,南沙,明珠湾,40.0,西,1室1厅1卫,1500
整租·时代新世界 5室2厅 西南,天河,林和,240.0,西,5室2厅2卫,12000
整租·佛奥广场 1室0厅 东,天河,珠江新城西,50.0,东,1室0厅1卫,4800
整租·华润置地·瑞府 4室2厅 南/北,南沙,明珠湾,112.0,南,4室2厅3卫,3000
整租·富力泉天下 3室2厅 东南,从化,温泉镇,100.0,东,3室2厅1卫,2000
整租·大新路 1室1厅 东,越秀,解放南,1800.0,东,1室1厅1卫,100000
整租·奥园城市天地 1室1厅 复式 西北,番禺,汉溪长隆,48.0,西,1室1厅1卫,2700
整租·金地天河公馆 1室0厅 南/北,天河,黄村,12.5,南,1室0厅0卫,600
整租·新汤路 3室2厅 南/北,增城,荔城富鹏,150.0,南,3室2厅3卫,1380
整租·城市家园一期 3室1厅 南,增城,新塘北,164.0,南,3室1厅2卫,2200
整租·东方新世界 1室0厅 南,天河,天河公园,15.0,南,1室0厅0卫,2500
整租·雅郡花园 5室2厅 复式 南/北,海珠,琶洲东,245.0,南,5室2厅4卫,18000
整租·保利中航城花园一期 3室2厅 复式 南,增城,朱村,95.0,南,3室2厅2卫,1380
整租·金地天河公馆 1室0厅 南/北,天河,黄村,12.5,南,1室0厅0卫,600
整租·东华西路 2室1厅 南,越秀,东川路,30.0,南,2室1厅1卫,1900
整租·佰利山 3室2厅 东南,番禺,雅居乐,137.0,东,3室2厅2卫,7500
整租·新世界星辉 3室2厅 南/北,增城,永宁,74.0,南,3室2厅1卫,2100
整租·银业国际公寓 2室1厅 西,海珠,广州大道南,67.0,西,2室1厅1卫,4000
整租·小北路 2室1厅 南,越秀,小北,60.0,南,2室1厅1卫,3600
整租·星品 3室2厅 复式 南,海珠,琶洲西,103.0,南,3室2厅1卫,7600
整租·绿地城凤语湾 3室2厅 南/北,黄埔,知识城,115.0,南,3室2厅2卫,2700
整租·万科尚城御府 4室2厅 南,黄埔,南岗,88.0,南,4室2厅2卫,3200
title,area,detailplace,square,position,roomtype,price
整租·越秀东坡 4室2厅 南,南沙,进港大道,110.0,南,4室2厅2卫,2300
整租·珠光新城御景二期回迁房 2室2厅 南/北,天河,珠江新城东,80.0,南,2室2厅1卫,7200
整租·广州万科城 3室2厅 北,增城,永宁,78.0,北,3室2厅1卫,1600
整租·城启荔港南湾 3室2厅 西北/北,荔湾,南岸路,142.0,西,3室2厅2卫,6700
整租·石牌东法院宿舍 2室1厅 南,天河,石牌,50.0,南,2室1厅1卫,2800
整租·保利大都汇 1室0厅 南,番禺,汉溪长隆,33.0,南,1室0厅1卫,2400
整租·保利丰花园 1室0厅 南/北,海珠,洪德,33.0,南,1室0厅1卫,1800
整租·丽江花园如英居 1室0厅 西南,番禺,南浦,12.0,西,1室0厅0卫,600
整租·敏捷绿湖首府三期 3室2厅 南,增城,石滩镇,116.0,南,3室2厅2卫,1800
整租·广州足球公园 2室2厅 南,番禺,钟村,68.0,南,2室2厅2卫,3100
整租·芙蓉春晓 3室2厅 南,花都,狮岭镇,108.0,南,3室2厅2卫,2200
合租·聚德花苑 4居室 西卧,海珠,赤岗,10.8,西,4室1厅1卫,1396
合租·西门口广场 4居室 东卧,荔湾,西华路,13.0,东,4室1厅2卫,1774
整租·融达领寓 3室1厅 南,黄埔,科学城,65.0,南,3室1厅1卫,3600
合租·北丽园 4居室 南卧,番禺,市桥,12.8,南,4室1厅1卫,1039
整租·广州星河湾悦心园 3室2厅 东南,番禺,星河湾,161.0,东,3室2厅2卫,6156
整租·亚太新城亚太银座二期 2室1厅 南,增城,新塘北,78.0,南,2室1厅1卫,2200
合租·第三金碧花园 4居室 北卧,海珠,金碧,7.8,北,4室1厅2卫,1291
整租·丽晶大厦 2室1厅 西,越秀,淘金,83.0,西,2室1厅1卫,4600
合租·麓苑路 3居室 西卧,越秀,淘金,9.4,西,3室1厅1卫,1396
合租·美的江上沄启 2居室 东南卧,南沙,明珠湾,18.0,东,2室1厅2卫,1100
整租·一品灏景 3室2厅 西,番禺,市桥,115.83,西,3室2厅2卫,4300
整租·康裕园 3室2厅 南,番禺,市桥,125.0,南,3室2厅2卫,2835
整租·时代珑星 2室1厅 东南,番禺,南村,60.0,东,2室1厅1卫,3900
整租·中国铁建海悦国际 3室2厅 南,南沙,万顷沙,87.0,南,3室2厅1卫,1800
合租·金羊花园 4居室 南卧,越秀,杨箕,7.5,南,4室1厅2卫,1501
整租·敏捷上品公馆 2室1厅 复式 南,番禺,金山谷,53.0,南,2室1厅1卫,2500
合租·盈嘉花园 4居室 南卧,天河,珠江新城中,8.4,南,4室1厅2卫,1921
整租·锦绣半岛西区 3室2厅 东南,番禺,南浦,93.0,东,3室2厅1卫,2900
合租·珠江大家庭花园 4居室 北卧,海珠,琶洲中,15.77,北,4室1厅2卫,2026
合租·丽晶华庭 3居室 北卧,天河,珠江新城西,7.48,北,3室1厅1卫,2058
合租·佳兆业城市广场 2居室 南卧,黄埔,南岗,30.0,南,2室2厅2卫,1300
整租·富力盈丰大厦 1室1厅 南,天河,珠江新城西,52.87,南,1室1厅2卫,5670
合租·嘉怡苑 4居室 北卧,天河,林和,8.76,北,4室1厅2卫,1774
合租·骏景花园 5居室 南卧,天河,棠下,9.2,南,5室1厅2卫,1459
整租·中国铁建国际花园 4室2厅 南,增城,朱村,112.0,南,4室2厅2卫,2000
整租·万科幸福悦B区 3室2厅 南,黄埔,知识城,75.0,南,3室2厅1卫,2700
合租·瑞东花园 4居室 北卧,黄埔,文冲,10.1,北,4室1厅1卫,1249
合租·高教花园 5居室 东卧,海珠,琶洲西,7.0,东,5室1厅2卫,1743
整租·时代印象 3室2厅 东南,从化,太平镇,98.0,东,3室2厅2卫,2300
合租·检察院宿舍 4居室 东卧,天河,棠下,8.83,东,4室1厅2卫,1564
合租·第三金碧花园 4居室 东卧,海珠,金碧,14.0,东,4室1厅1卫,2058
整租·侨怡苑 3室1厅 东南,天河,体育中心,89.0,东,3室1厅1卫,4800
整租·南沙万达广场 3室1厅 北,南沙,金洲,99.0,北,3室1厅1卫,2400
整租·新都盛世名门 4室2厅 南,增城,白江,147.0,南,4室2厅2卫,2500
合租·新世界逸彩庭园 4居室 东卧,荔湾,滘口,6.46,东,4室1厅2卫,1081
合租·珠岛花园 4居室 北卧,荔湾,大坦沙,7.2,北,4室1厅1卫,1039
